filepath,class,split
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (186).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (92).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (76).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (72).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (93).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (120).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (75).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (21).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (67).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (18).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (110).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (149).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (31).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (70).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (167).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (143).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (55).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (163).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (131).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (11).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (115).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (132).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (118).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (200).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (82).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (112).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (58).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (1).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (144).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (189).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (35).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (77).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (83).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (98).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (130).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (166).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (34).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (126).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (125).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (80).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (84).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (28).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (3).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (99).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (47).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (150).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (23).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (66).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (100).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (97).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (27).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (49).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (42).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (90).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (142).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (26).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (44).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (10).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (154).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (123).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (198).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (168).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (184).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (38).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (128).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (172).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Healthy\FreshPomegranate (137).jpg,Pomegranate__Healthy,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (100).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (60).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (169).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (143).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (66).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (132).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (184).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (26).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (197).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (177).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (18).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (39).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (176).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (97).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (105).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (38).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (78).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (99).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (116).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (2).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (115).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (69).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (37).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (54).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (141).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (166).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (14).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (120).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (121).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (163).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (117).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (12).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (85).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (185).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (47).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (180).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (137).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (20).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (199).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (157).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (52).jpg,Pomegranate__Rotten,val
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (131).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (3).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (187).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (200).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (145).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (148).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (29).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (196).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (21).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (128).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (68).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (171).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (58).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (92).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (31).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (156).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (144).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (89).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (138).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (79).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (17).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (36).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (123).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (50).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (32).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (59).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (173).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (136).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (112).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (95).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (195).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (134).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (159).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (152).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (122).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (158).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (6).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (10).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (49).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (124).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (164).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (190).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (77).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (23).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (53).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (28).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (33).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (45).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (183).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (93).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (181).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (153).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (135).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (167).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (51).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (9).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (160).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (24).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (30).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (71).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (192).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (114).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (90).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (194).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (83).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (16).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (98).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (175).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (162).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (118).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (63).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (25).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (19).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (129).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (42).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (15).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (7).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (151).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (61).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (125).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (126).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (182).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (130).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (27).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (73).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (84).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (186).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (44).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (81).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (142).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (4).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (96).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (70).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (178).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (154).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (140).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (109).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (43).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (172).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (91).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (67).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (40).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (22).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (48).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (113).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (62).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (41).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (110).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (107).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (55).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (64).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (94).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (101).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (65).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (189).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (150).jpg,Pomegranate__Rotten,train
data\Fruit And Vegetable Diseases Dataset\Pomegranate__Rotten\RottenPomegranate (198).jpg,Pomegranate__Rotten,train
