file_a,file_b,split_a,split_b,class_a,class_b,hamming
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171759.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171800.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171759.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171800_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171800.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171801.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171800_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171801.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Fruit And Vegetable Diseases Dataset\Mango__Rotten\442.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Fruit And Vegetable Diseases Dataset\Mango__Rotten\rottenMango (58).jpg,unsplit,unsplit,Mango__Rotten,Mango__Rotten,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Fruit And Vegetable Diseases Dataset\Apple__Rotten\saltandpepper_Screen Shot 2018-06-07 at 3.04.58 PM.png,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Fruit And Vegetable Diseases Dataset\Apple__Rotten\Screen Shot 2018-06-07 at 3.04.58 PM.png,unsplit,unsplit,Apple__Rotten,Apple__Rotten,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171803.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171803_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172044.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172045_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172045_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172045_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172104.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172102.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172102.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172102.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172104_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172102_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172102_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172102_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172104_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172104.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172104_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172104.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172103_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172104_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172104.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_172104_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Lime_Bad\IMG_20190923_183556.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Lime_Bad\IMG_20190923_183556_1.jpg,unsplit,unsplit,Lime_Bad,Lime_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171821.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171821_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171821.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171822.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171821.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171822_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171821.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171823.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084549_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084550.jpg,unsplit,unsplit,Pomegranate_Bad,Pomegranate_Bad,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084549_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084550_1.jpg,unsplit,unsplit,Pomegranate_Bad,Pomegranate_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084549_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084551.jpg,unsplit,unsplit,Pomegranate_Bad,Pomegranate_Bad,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084550.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084550_1.jpg,unsplit,unsplit,Pomegranate_Bad,Pomegranate_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084550.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084551.jpg,unsplit,unsplit,Pomegranate_Bad,Pomegranate_Bad,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084550_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190822_084551.jpg,unsplit,unsplit,Pomegranate_Bad,Pomegranate_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Fruit And Vegetable Diseases Dataset\Banana__Rotten\saltandpepper_Screen Shot 2018-06-12 at 8.57.34 PM.png,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Fruit And Vegetable Diseases Dataset\Banana__Rotten\Screen Shot 2018-06-12 at 8.57.34 PM.png,unsplit,unsplit,Banana__Rotten,Banana__Rotten,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171828.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171829.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Fruit And Vegetable Diseases Dataset\Banana__Rotten\rottenBanana (506).jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Fruit And Vegetable Diseases Dataset\Banana__Rotten\rottenBanana (507).jpg,unsplit,unsplit,Banana__Rotten,Banana__Rotten,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171844.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171844_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171844_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171845.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171844_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171846.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171844_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171846_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171845.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171846_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171846.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171846_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171847_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171848.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171849.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171847_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171848.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171849.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171847_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171848.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171847_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171848_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171847_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171849.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171848.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171848_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171848.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171849.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171848_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190910_171849.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190829_072201_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190829_072202.jpg,unsplit,unsplit,Pomegranate_Bad,Pomegranate_Bad,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190829_072201_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190829_072202_1.jpg,unsplit,unsplit,Pomegranate_Bad,Pomegranate_Bad,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190829_072201_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Pomegranate_Bad\IMG_20190829_072203.jpg,unsplit,unsplit,Pomegranate_Bad,Pomegranate_Bad,0
